"","GN","UnterGN","Quartal","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"2380","8003872",1,"15/03",2015-07-31,"Russland",150000,"GKV","3A233","3","A","233","ELIC"
"2381","8004057",1,"15/03",2015-08-03,"Hong Kong",59200,"GKV","3A001.a5a3","3","A","001a5a3","ELIC"
"2382","8002755",1,"15/03",2015-08-04,"Vereinigte Arabische Emirate",1432,"5.1","5.1","1","","","ELIC"
"2383","8004069",1,"15/03",2015-08-04,"Taiwan",35812.8,"GKV","2D002","2","D","002","ELIC"
"2384","8004071",1,"15/03",2015-08-04,"Pakistan",5320,"5.1","5.1","1","","","ELIC"
"2385","8004071",2,"15/03",2015-08-04,"Pakistan",100,"5.1","5.1","1","","","ELIC"
"2386","8003982",1,"15/03",2015-08-04,"Italien",17600,"GKV","1C202.b","1","C","202b","ELIC"
"2387","8004075",1,"15/03",2015-08-04,"Iran",406,"unbekannt","III.A1.003","","","","ELIC"
"2388","8004075",2,"15/03",2015-08-04,"Iran",2885,"unbekannt","III.A1.003","","","","ELIC"
"2389","8004083",1,"15/03",2015-08-04,"Türkei",317700,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2390","8004067",1,"15/03",2015-08-04,"Israel",9048,"GKV","3A001.a10c","3","A","001a10c","ELIC"
"2391","8004082",1,"15/03",2015-08-04,"Schweiz",6203.7,"ML (GKV)","ML15.c","15","c","","ELIC"
"2392","8004088",1,"15/03",2015-08-05,"Österreich",543.45,"5.1","5.1","1","","","ELIC"
"2393","8004084",1,"15/03",2015-08-05,"China",814930,"GKV","2B201.a|2B001.b","2","B","201a","ELIC"
"2394","8004085",1,"15/03",2015-08-05,"Türkei",317700,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2395","8004086",1,"15/03",2015-08-05,"Türkei",317700,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2396","8004087",1,"15/03",2015-08-05,"Türkei",317700,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2397","8004093",1,"15/03",2015-08-05,"Taiwan",7040.4,"GKV","2D002","2","D","002","ELIC"
"2398","8004092",1,"15/03",2015-08-05,"China",550000,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"2399","8004094",1,"15/03",2015-08-05,"China",261935,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"2400","8004096",1,"15/03",2015-08-05,"China",513000,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"2401","8004099",1,"15/03",2015-08-05,"China",430560,"GKV","2B201.b1","2","B","201b1","ELIC"
"2402","8004102",1,"15/03",2015-08-06,"China",254973,"GKV","2B001.a|2B001.b","2","B","001a","ELIC"
"2403","8004105",1,"15/03",2015-08-06,"Kenia",18627,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2404","8003986",1,"15/03",2015-08-06,"Schweiz",27960,"ML (GKV)","ML05","5","","","ELIC"
"2405","8003986",2,"15/03",2015-08-06,"Schweiz",27960,"ML (GKV)","ML05","5","","","ELIC"
"2406","8004107",1,"15/03",2015-08-06,"Schweiz",219500,"GKV","7A003.c1","7","A","003c1","ELIC"
"2407","8003703",1,"15/03",2015-08-06,"China",668000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2408","8004114",1,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.1|ML07.b.1.a","1A","1","","ELIC"
"2409","8004114",2,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.4|ML07.b.2.a","1A","4","","ELIC"
"2410","8004114",3,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.5|ML07.b.2.b","1A","5","","ELIC"
"2411","8004114",4,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.1|ML07.b.1.a","1A","1","","ELIC"
"2412","8004114",5,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.1|ML07.b.1.a","1A","1","","ELIC"
"2413","8004114",6,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.3|ML07.b.1.c","1A","3","","ELIC"
"2414","8004114",7,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.5|ML07.b.2.b","1A","5","","ELIC"
"2415","8004114",8,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.1|ML07.b.1.a","1A","1","","ELIC"
"2416","8004114",9,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.3|ML07.b.1.c","1A","3","","ELIC"
"2417","8004114",10,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.3|ML07.b.1.c","1A","3","","ELIC"
"2418","8004114",11,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.1|ML07.b.1.a","1A","1","","ELIC"
"2419","8004114",12,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.2|ML07.b.1.b","1A","2","","ELIC"
"2420","8004114",13,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.3|ML07.b.1.c","1A","3","","ELIC"
"2421","8004114",14,"15/03",2015-08-06,"Niederlande",0,"ChKV","1A.1|ML07.b.1.a","1A","1","","ELIC"
"2422","8003993",1,"15/03",2015-08-07,"Taiwan",3811.03,"5.1","5.1","1","","","ELIC"
"2423","8004121",1,"15/03",2015-08-07,"Pakistan",1519.85,"5.1","5.1","1","","","ELIC"
"2424","8004134",1,"15/03",2015-08-07,"China",106000,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2425","8004132",1,"15/03",2015-08-10,"USA",5800,"5.1","5.1","1","","","ELIC"
"2426","8004132",2,"15/03",2015-08-10,"USA",142100,"5.1","5.1","1","","","ELIC"
"2427","8004122",1,"15/03",2015-08-10,"China",365000,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2428","8004129",1,"15/03",2015-08-10,"Niederlande",70000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2429","8004129",2,"15/03",2015-08-10,"Niederlande",50000,"GKV","2B001.a|2D002","2","B","001a","ELIC"
"2430","8003268",1,"15/03",2015-08-10,"Nigeria",48250,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"2431","8004004",1,"15/03",2015-08-10,"Algerien",600000,"5.2","5.2","2","","","ELIC"
"2432","8004140",1,"15/03",2015-08-10,"Indien",9127.2,"GKV","2D002","2","D","002","ELIC"
"2433","8000901",1,"15/03",2015-08-10,"Aserbaidschan",48600,"GKV","2B350.a3","2","B","350a3","ELIC"
"2434","8000901",2,"15/03",2015-08-10,"Aserbaidschan",1700,"GKV","2B350.d3","2","B","350d3","ELIC"
"2435","8000901",3,"15/03",2015-08-10,"Aserbaidschan",124000,"GKV","2B350.d3","2","B","350d3","ELIC"
"2436","8000901",4,"15/03",2015-08-10,"Aserbaidschan",89000,"GKV","2B350.c3","2","B","350c3","ELIC"
"2437","8004145",1,"15/03",2015-08-10,"Indien",1405.5,"5.1","5.1","1","","","ELIC"
"2438","8004150",1,"15/03",2015-08-11,"Indien",8306.7,"GKV","2D002","2","D","002","ELIC"
"2439","8004120",1,"15/03",2015-08-11,"Schweiz",13293,"ML (GKV)","ML15.c","15","c","","ELIC"
"2440","8004149",1,"15/03",2015-08-11,"Schweden",462.85,"5.1","5.1","1","","","ELIC"
"2441","8004148",1,"15/03",2015-08-11,"Frankreich",175.85,"5.1","5.1","1","","","ELIC"
"2442","8004089",1,"15/03",2015-08-11,"Vereinigte Arabische Emirate",11000,"GKV","2B350.i4","2","B","350i4","ELIC"
"2443","8004152",1,"15/03",2015-08-11,"Rumänien",358666,"GKV","2B201.b1","2","B","201b1","ELIC"
"2444","8004151",1,"15/03",2015-08-11,"Iran",1000000,"unbekannt","III.A9.003","","","","ELIC"
"2445","8004159",1,"15/03",2015-08-11,"Indonesien",11208.45,"GKV","3A225","3","A","225","ELIC"
"2446","8003314",1,"15/03",2015-08-12,"Finnland",1000000,"GKV","0E001","0","E","001","ELIC"
"2447","8004161",1,"15/03",2015-08-12,"Rumänien",240900,"GKV","2B001.b2","2","B","001b2","ELIC"
"2448","8004166",1,"15/03",2015-08-12,"Mexiko",3500,"GKV","2B352.d","2","B","352d","ELIC"
"2449","8004167",1,"15/03",2015-08-12,"China",7000,"GKV","1B231.b2","1","B","231b2","ELIC"
"2450","8004167",2,"15/03",2015-08-12,"China",24000,"GKV","1C235","1","C","235","ELIC"
"2451","8003334",1,"15/03",2015-08-13,"Dominikanische Republik",301823,"GKV","5A001.f3","5","A","001f3","ELIC"
"2452","8004174",1,"15/03",2015-08-13,"Niederlande",444.35,"5.1","5.1","1","","","ELIC"
"2453","8004168",1,"15/03",2015-08-13,"Laos",210579,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2454","8004171",1,"15/03",2015-08-13,"Kenia",191155,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2455","8004170",1,"15/03",2015-08-13,"Frankreich",1555.56,"ML (GKV)","ML13","13","","","ELIC"
"2456","8004170",2,"15/03",2015-08-13,"Frankreich",2185.2,"ML (GKV)","ML13","13","","","ELIC"
"2457","8004170",3,"15/03",2015-08-13,"Frankreich",3666.68,"ML (GKV)","ML13","13","","","ELIC"
"2458","8004170",4,"15/03",2015-08-13,"Frankreich",1555.56,"ML (GKV)","ML13","13","","","ELIC"
"2459","8004177",1,"15/03",2015-08-13,"Singapur",5000,"ML (GKV)","ML17|ML22","17","","","ELIC"
"2460","8004177",2,"15/03",2015-08-13,"Singapur",19482.2,"ML (GKV)","ML17|ML22","17","","","ELIC"
"2461","8004101",1,"15/03",2015-08-13,"Kenia",11830,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2462","8004179",1,"15/03",2015-08-13,"Brasilien",28189.83,"ML (GKV)","ML10.a","10","a","","ELIC"
"2463","8004172",1,"15/03",2015-08-13,"Frankreich",90155,"GKV","5A001.f1","5","A","001f1","ELIC"
"2464","8004137",1,"15/03",2015-08-14,"Kuba",40344,"GKV","2B350.d3","2","B","350d3","ELIC"
"2465","8004098",1,"15/03",2015-08-14,"Jordanien",63765,"GKV","5A001.h","5","A","001h","ELIC"
"2466","8004184",1,"15/03",2015-08-14,"Grossbritannien",381417,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2467","8004185",1,"15/03",2015-08-14,"Indien",1275.47,"5.1","5.1","1","","","ELIC"
"2468","8004104",1,"15/03",2015-08-14,"Indien",347140,"GKV","2B001.a|2B001.b","2","B","001a","ELIC"
"2469","8004156",1,"15/03",2015-08-14,"China",228610,"GKV","2B352.b1","2","B","352b1","ELIC"
"2470","8004196",1,"15/03",2015-08-14,"Schweiz",106338.1,"ML (GKV)","ML05.b","5","b","","ELIC"
"2471","8004196",2,"15/03",2015-08-14,"Schweiz",13291.43,"ML (GKV)","ML15.c","15","c","","ELIC"
"2472","8004196",3,"15/03",2015-08-14,"Schweiz",20718.1,"ML (GKV)","ML05.b","5","b","","ELIC"
"2473","8003857",1,"15/03",2015-08-17,"China",0,"GKV","5E002","5","E","002","ELIC"
"2474","8004192",1,"15/03",2015-08-17,"Indien",1384.21,"5.1","5.1","1","","","ELIC"
"2475","8004192",2,"15/03",2015-08-17,"Indien",1551.66,"5.1","5.1","1","","","ELIC"
"2476","8004194",1,"15/03",2015-08-17,"China",148613.85,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"2477","8004193",1,"15/03",2015-08-17,"Indien",1384.21,"5.1","5.1","1","","","ELIC"
"2478","8004202",1,"15/03",2015-08-17,"China",629078,"GKV","2B201.a1","2","B","201a1","ELIC"
"2479","8004204",1,"15/03",2015-08-17,"China",888177,"GKV","2B201.a1","2","B","201a1","ELIC"
"2480","8004208",1,"15/03",2015-08-17,"Slowenien",32625,"GKV","2B001.a","2","B","001a","ELIC"
"2481","8004210",1,"15/03",2015-08-17,"Frankreich",464369,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2482","8004206",1,"15/03",2015-08-17,"China",556000,"GKV","2B201.b1","2","B","201b1","ELIC"
"2483","8004209",1,"15/03",2015-08-17,"Tansania",7901,"GKV","3A225","3","A","225","ELIC"
"2484","8004203",1,"15/03",2015-08-17,"Niederlande",100,"5.1","5.1","1","","","ELIC"
"2485","8004203",2,"15/03",2015-08-17,"Niederlande",80,"5.1","5.1","1","","","ELIC"
"2486","8003961",1,"15/03",2015-08-18,"Ägypten",120000,"ML (GKV)","ML13.d1","13","d1","","ELIC"
"2487","8004220",1,"15/03",2015-08-18,"Indonesien",2595,"GKV","3A225","3","A","225","ELIC"
"2488","8004220",2,"15/03",2015-08-18,"Indonesien",9482,"GKV","3A225","3","A","225","ELIC"
"2489","8004224",1,"15/03",2015-08-18,"Indonesien",4434.5,"GKV","3A225","3","A","225","ELIC"
"2490","8003276",1,"15/03",2015-08-18,"Saudi-Arabien",35530,"GKV","5A002.a1.b3","5","A","002a1b3","ELIC"
"2491","8004000",1,"15/03",2015-08-18,"Sri Lanka",28590,"5.1","5.1","1","","","ELIC"
"2492","8004216",1,"15/03",2015-08-19,"Schweiz",255253,"GKV","9A012","9","A","012","ELIC"
"2493","8004216",2,"15/03",2015-08-19,"Schweiz",171054,"GKV","9A012","9","A","012","ELIC"
"2494","8004216",3,"15/03",2015-08-19,"Schweiz",8937,"GKV","9A012","9","A","012","ELIC"
"2495","8003901",1,"15/03",2015-08-19,"China",0,"GKV","5E002","5","E","002","ELIC"
"2496","8003666",1,"15/03",2015-08-19,"Litauen",2500,"GKV","5A001.f1","5","A","001f1","ELIC"
"2497","8004228",1,"15/03",2015-08-19,"China",452000,"GKV","2B201.b","2","B","201b","ELIC"
"2498","8004230",1,"15/03",2015-08-19,"Indien",8617.85,"5.1","5.1","1","","","ELIC"
"2499","8004230",2,"15/03",2015-08-19,"Indien",4197.95,"5.1","5.1","1","","","ELIC"
"2500","8004235",1,"15/03",2015-08-19,"USA",54782.85,"ML (GKV)","ML11","11","","","ELIC"
"2501","8004237",1,"15/03",2015-08-19,"China",1831496,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2502","8003779",1,"15/03",2015-08-19,"Grossbritannien",0,"GKV","0E001","0","E","001","ELIC"
"2503","8004214",1,"15/03",2015-08-20,"China",1580000,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"2504","8004238",1,"15/03",2015-08-20,"Kenia",64199,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2505","8004240",1,"15/03",2015-08-20,"Kenia",208849,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2506","8003657",1,"15/03",2015-08-20,"Brasilien",1750000,"GKV","0B001.b141b","0","B","001b141b","ELIC"
"2507","8004191",1,"15/03",2015-08-20,"Schweiz",6000,"5.1","5.1","1","","","ELIC"
"2508","8004191",2,"15/03",2015-08-20,"Schweiz",359600,"5.1","5.1","1","","","ELIC"
"2509","8004254",1,"15/03",2015-08-20,"Bulgarien",5190,"GKV","2B350.g2","2","B","350g2","ELIC"
"2510","8004253",1,"15/03",2015-08-20,"China",1436975,"GKV","2B201.a1|2B001.b2","2","B","201a1","ELIC"
"2511","8004249",1,"15/03",2015-08-20,"Irland",173001,"GKV","2B001.b","2","B","001b","ELIC"
"2512","8004255",1,"15/03",2015-08-20,"China",1175000,"GKV","2B001.a","2","B","001a","ELIC"
"2513","8004264",1,"15/03",2015-08-21,"Deutschland",4108,"GKV","2B350.g2","2","B","350g2","ELIC"
"2514","8004263",1,"15/03",2015-08-21,"China",272630,"GKV","6A005.a6a","6","A","005a6a","ELIC"
"2515","8004270",1,"15/03",2015-08-21,"China",298758,"GKV","2B201.a1","2","B","201a1","ELIC"
"2516","8004271",1,"15/03",2015-08-21,"Slowakei",248000,"GKV","2B201.b1","2","B","201b1","ELIC"
"2517","8004165",1,"15/03",2015-08-21,"Indien",19125,"GKV","5D001.a","5","D","001a","ELIC"
"2518","8004272",1,"15/03",2015-08-21,"China",726800,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"2519","8003902",1,"15/03",2015-08-21,"China",62509,"ML (GKV)","ML05","5","","","ELIC"
"2520","8004276",1,"15/03",2015-08-24,"Hong Kong",100000,"GKV","3A001.a5a3","3","A","001a5a3","ELIC"
"2521","8004277",1,"15/03",2015-08-24,"Hong Kong",100000,"GKV","3A001.a5a2","3","A","001a5a2","ELIC"
"2522","8004279",1,"15/03",2015-08-24,"Indien",7369,"5.1","5.1","1","","","ELIC"
"2523","8004278",1,"15/03",2015-08-24,"Thailand",5966,"5.1","5.1","1","","","ELIC"
"2524","8004274",1,"15/03",2015-08-24,"China",8469.2,"ML (GKV)","ML05.b","5","b","","ELIC"
"2525","8004100",1,"15/03",2015-08-24,"Vereinigte Arabische Emirate",20400,"5.1","5.1","1","","","ELIC"
"2526","8004218",1,"15/03",2015-08-24,"Russland",569925,"GKV","2B201.b","2","B","201b","ELIC"
"2527","8004287",1,"15/03",2015-08-25,"Frankreich",14450,"GKV","5D001.a","5","D","001a","ELIC"
"2528","8004286",1,"15/03",2015-08-25,"Taiwan",3998,"GKV","3A228.c","3","A","228c","ELIC"
"2529","8004294",1,"15/03",2015-08-25,"Jordanien",180919,"GKV","2B350.i1","2","B","350i1","ELIC"
"2530","8004296",1,"15/03",2015-08-25,"Iran",985,"unbekannt","III.A1.003","","","","ELIC"
"2531","8004297",1,"15/03",2015-08-25,"Türkei",1039.28,"GKV","3A225","3","A","225","ELIC"
"2532","8004289",1,"15/03",2015-08-25,"China",598000,"GKV","2B201.b1","2","B","201b1","ELIC"
"2533","8004298",1,"15/03",2015-08-25,"Frankreich",270390,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2534","8004291",1,"15/03",2015-08-25,"Bolivien",1230187,"GKV","7A103.a1","7","A","103a1","ELIC"
"2535","8004290",1,"15/03",2015-08-25,"China",432000,"GKV","2B201.b1","2","B","201b1","ELIC"
"2536","8004299",1,"15/03",2015-08-26,"China",185205,"GKV","2b201.a1","2","B","201a1","ELIC"
"2537","8004304",1,"15/03",2015-08-26,"China",350000,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"2538","8003924",1,"15/03",2015-08-26,"Kuwait",3486753,"GKV","5A001.f3","5","A","001f3","ELIC"
"2539","8004292",1,"15/03",2015-08-26,"Katar",47670,"GKV","2B350.h6","2","B","350h6","ELIC"
"2540","8004310",1,"15/03",2015-08-26,"Belgien",258.8,"5.1","5.1","1","","","ELIC"
"2541","8004305",1,"15/03",2015-08-26,"China",796000,"GKV","2B201.a1","2","B","201a1","ELIC"
"2542","8004313",1,"15/03",2015-08-26,"USA",1706.67,"ChKV","3B.16","3B","16","","ELIC"
"2543","8004316",1,"15/03",2015-08-26,"China",24000,"5.1","5.1","1","","","ELIC"
"2544","8004316",2,"15/03",2015-08-26,"China",268080,"5.1","5.1","1","","","ELIC"
"2545","8004316",3,"15/03",2015-08-26,"China",76341,"5.1","5.1","1","","","ELIC"
"2546","8004316",4,"15/03",2015-08-26,"China",495246,"5.1","5.1","1","","","ELIC"
"2547","8004301",1,"15/03",2015-08-26,"China",16800,"GKV","7A101","7","A","101","ELIC"
"2548","8004301",2,"15/03",2015-08-26,"China",54000,"GKV","7A101","7","A","101","ELIC"
"2549","8004311",1,"15/03",2015-08-27,"China",7125,"GKV","5A001.f1","5","A","001f1","ELIC"
"2550","8004311",2,"15/03",2015-08-27,"China",86140,"GKV","5A001.f1","5","A","001f1","ELIC"
"2551","8004317",1,"15/03",2015-08-27,"China",1516969.9,"GKV","3B001","3","B","001","ELIC"
"2552","8004319",1,"15/03",2015-08-27,"Hong Kong",79750,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2553","8004327",1,"15/03",2015-08-27,"Chile",1478672.4,"ML (GKV)","ML05.b","5","b","","ELIC"
"2554","8004327",2,"15/03",2015-08-27,"Chile",583294.7,"ML (GKV)","ML05","5","","","ELIC"
"2555","8004327",3,"15/03",2015-08-27,"Chile",181688.5,"ML (GKV)","ML05","5","","","ELIC"
"2556","8003738",1,"15/03",2015-08-28,"Ukraine",5940,"ChKV","3B.14|1C350.9","3B","14","","ELIC"
"2557","8004315",1,"15/03",2015-08-28,"China",112000,"GKV","7A101","7","A","101","ELIC"
"2558","8004344",1,"15/03",2015-08-28,"Katar",410104,"GKV","5A001.f","5","A","001f","ELIC"
"2559","8004348",1,"15/03",2015-08-31,"Deutschland",5200,"ML (GKV)","ML05","5","","","ELIC"
"2560","8004348",2,"15/03",2015-08-31,"Deutschland",79000,"ML (GKV)","ML05","5","","","ELIC"
"2561","8004349",1,"15/03",2015-08-31,"Österreich",777.7,"5.1","5.1","1","","","ELIC"
"2562","8004353",1,"15/03",2015-08-31,"Grossbritannien",267353,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2563","8004358",1,"15/03",2015-08-31,"China",1200000,"GKV","2B001.c1|2B201.b","2","B","001c1","ELIC"
"2564","8004337",1,"15/03",2015-08-31,"China",681000,"GKV","6A005.B.6.A","6","A","005B6A","ELIC"
"2565","8004368",1,"15/03",2015-08-31,"Schweiz",18629,"ML (GKV)","ML05.b","5","b","","ELIC"
"2566","8004360",1,"15/03",2015-08-31,"China",1280000,"GKV","2B001.c1|2B201.b","2","B","001c1","ELIC"
"2567","8004371",1,"15/03",2015-08-31,"Indonesien",5979,"GKV","3A225","3","A","225","ELIC"
"2568","8004343",1,"15/03",2015-08-31,"Brasilien",5000,"GKV","2B350.e1","2","B","350e1","ELIC"
"2569","8004369",1,"15/03",2015-08-31,"Indien",7259,"5.1","5.1","1","","","ELIC"
"2570","8004357",1,"15/03",2015-09-01,"Iran",133580,"unbekannt","III.A2.010","","","","ELIC"
"2571","8004352",1,"15/03",2015-09-01,"Dänemark",0,"GKV","5D001.a","5","D","001a","ELIC"
"2572","8004352",2,"15/03",2015-09-01,"Dänemark",0,"GKV","5D001.a","5","D","001a","ELIC"
"2573","8004361",1,"15/03",2015-09-01,"China",22875,"GKV","5D001.a","5","D","001a","ELIC"
"2574","8004354",1,"15/03",2015-09-01,"Türkei",4998,"GKV","5D001.a","5","D","001a","ELIC"
"2575","8004373",1,"15/03",2015-09-01,"Brasilien",260000,"GKV","1B118","1","B","118","ELIC"
"2576","8004376",1,"15/03",2015-09-01,"Indien",1261.19,"5.1","5.1","1","","","ELIC"
"2577","8004380",1,"15/03",2015-09-01,"China",1296550,"GKV","2B001.a","2","B","001a","ELIC"
"2578","8004384",1,"15/03",2015-09-01,"Weissrussland",474545,"GKV","2B001.a","2","B","001a","ELIC"
"2579","8004384",2,"15/03",2015-09-01,"Weissrussland",318880,"GKV","2B001.a","2","B","001a","ELIC"
"2580","8004384",3,"15/03",2015-09-01,"Weissrussland",486160,"GKV","2B001.a","2","B","001a","ELIC"
"2581","8004385",1,"15/03",2015-09-01,"Malaysia",134560,"GKV","2B001.a","2","B","001a","ELIC"
"2582","8004383",1,"15/03",2015-09-01,"Brasilien",123000,"ML (GKV)","ML14","14","","","ELIC"
"2583","8004387",1,"15/03",2015-09-01,"Vereinigte Arabische Emirate",6466,"5.1","5.1","1","","","ELIC"
"2584","8004387",2,"15/03",2015-09-01,"Vereinigte Arabische Emirate",6062,"5.1","5.1","1","","","ELIC"
"2585","8004381",1,"15/03",2015-09-01,"China",16150,"GKV","5A001.f1","5","A","001f1","ELIC"
"2586","8004389",1,"15/03",2015-09-01,"Sri Lanka",219615,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2587","8004393",1,"15/03",2015-09-01,"Uganda",113802,"GKV","5A002.a1","5","A","002a1","ELIC"
"2588","8004399",1,"15/03",2015-09-02,"Hong Kong",8530,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2589","8004398",1,"15/03",2015-09-02,"Hong Kong",36950,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2590","8004397",1,"15/03",2015-09-02,"Honduras",40664,"GKV","5A002.a1","5","A","002a1","ELIC"
"2591","8004395",1,"15/03",2015-09-02,"Honduras",51975,"GKV","5A002.a1","5","A","002a1","ELIC"
"2592","8004400",1,"15/03",2015-09-02,"Südkorea",100000,"GKV","0C003","0","C","003","ELIC"
"2593","8004400",2,"15/03",2015-09-02,"Südkorea",5000,"GKV","0C003","0","C","003","ELIC"
"2594","8004401",1,"15/03",2015-09-02,"China",552900,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"2595","8004402",1,"15/03",2015-09-02,"Chile",338.84,"5.1","5.1","1","","","ELIC"
"2596","8004402",2,"15/03",2015-09-02,"Chile",152.38,"5.1","5.1","1","","","ELIC"
"2597","8004402",3,"15/03",2015-09-02,"Chile",202.1,"5.1","5.1","1","","","ELIC"
"2598","8004402",4,"15/03",2015-09-02,"Chile",89.22,"5.1","5.1","1","","","ELIC"
"2599","8004402",5,"15/03",2015-09-02,"Chile",122.3,"5.1","5.1","1","","","ELIC"
"2600","8004402",6,"15/03",2015-09-02,"Chile",238.39,"5.1","5.1","1","","","ELIC"
"2601","8004403",1,"15/03",2015-09-02,"Mexiko",10878.92,"GKV","3A225","3","A","225","ELIC"
"2602","8004404",1,"15/03",2015-09-02,"China",10873,"GKV","3A225","3","A","225","ELIC"
"2603","8004406",1,"15/03",2015-09-02,"Deutschland",1764.78,"GKV","3A225","3","A","225","ELIC"
"2604","8004411",1,"15/03",2015-09-02,"Brasilien",9606.55,"ML (GKV)","ML10.a","10","a","","ELIC"
"2605","8004405",1,"15/03",2015-09-02,"Italien",314821.08,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2606","8004412",1,"15/03",2015-09-03,"Indonesien",21067,"ML (GKV)","ML05.b","5","b","","ELIC"
"2607","8004410",1,"15/03",2015-09-03,"Singapur",37422,"GKV","2B350.d3","2","B","350d3","ELIC"
"2608","8003863",1,"15/03",2015-09-03,"Russland",734947,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"2609","8004415",1,"15/03",2015-09-03,"Singapur",4250,"GKV","1C231","1","C","231","ELIC"
"2610","8004417",1,"15/03",2015-09-03,"Israel",12378,"ML (GKV)","ML05.b","5","b","","ELIC"
"2611","8004010",1,"15/03",2015-09-03,"Russland",164874,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"2612","8003992",1,"15/03",2015-09-03,"Ukraine",304832,"GKV","2D001|2D202","2","D","001","ELIC"
"2613","8003906",1,"15/03",2015-09-03,"Russland",2619770,"GKV","2B201.a1|2B001.b2","2","B","201a1","ELIC"
"2614","8004419",1,"15/03",2015-09-04,"Indonesien",3994,"GKV","3A225","3","A","225","ELIC"
"2615","8004424",1,"15/03",2015-09-04,"Frankreich",100,"5.1","5.1","1","","","ELIC"
"2616","8004425",1,"15/03",2015-09-04,"Taiwan",9720,"ChKV","3B.14|1C350.9","3B","14","","ELIC"
"2617","8004195",1,"15/03",2015-09-04,"Schweiz",22675,"ML (GKV)","ML05.b","5","b","","ELIC"
"2618","8004195",2,"15/03",2015-09-04,"Schweiz",23793,"ML (GKV)","ML05.b","5","b","","ELIC"
"2619","8004195",3,"15/03",2015-09-04,"Schweiz",35712,"ML (GKV)","ML05.b","5","b","","ELIC"
"2620","8004195",4,"15/03",2015-09-04,"Schweiz",7894,"ML (GKV)","ML15.c","15","c","","ELIC"
"2621","8004309",1,"15/03",2015-09-05,"Ukraine",183000,"GKV","0C003","0","C","003","ELIC"
"2622","8004136",1,"15/03",2015-09-05,"Vietnam",527113,"GKV","5A001.h","5","A","001h","ELIC"
"2623","8003868",1,"15/03",2015-09-07,"Ukraine",12853,"5.1","5.1","1","","","ELIC"
"2624","8004429",1,"15/03",2015-09-07,"Luxemburg",6600,"ML (GKV)","ML13","13","","","ELIC"
"2625","8004429",2,"15/03",2015-09-07,"Luxemburg",6600,"ML (GKV)","ML13","13","","","ELIC"
"2626","8004429",3,"15/03",2015-09-07,"Luxemburg",8080,"ML (GKV)","ML13","13","","","ELIC"
